"","ADM4_EN","ADM2_EN","ADM3_EN","X","ID","WEEK","CASE","DATE","geo"
"834","Kricak","Kota Yogyakarta","Tegalrejo",1710,33,32,1,"2015-08-10","Kota Yogyakarta-Tegalrejo-Kricak"
"835","Kricak","Kota Yogyakarta","Tegalrejo",1711,33,46,0,"2015-11-16","Kota Yogyakarta-Tegalrejo-Kricak"
"836","Kricak","Kota Yogyakarta","Tegalrejo",1712,33,52,0,"2015-12-28","Kota Yogyakarta-Tegalrejo-Kricak"
"837","Kricak","Kota Yogyakarta","Tegalrejo",1713,33,36,0,"2015-09-07","Kota Yogyakarta-Tegalrejo-Kricak"
"838","Kricak","Kota Yogyakarta","Tegalrejo",1701,33,30,0,"2015-07-27","Kota Yogyakarta-Tegalrejo-Kricak"
"839","Kricak","Kota Yogyakarta","Tegalrejo",1702,33,33,0,"2015-08-17","Kota Yogyakarta-Tegalrejo-Kricak"
"840","Kricak","Kota Yogyakarta","Tegalrejo",1703,33,20,1,"2015-05-18","Kota Yogyakarta-Tegalrejo-Kricak"
"841","Kricak","Kota Yogyakarta","Tegalrejo",1704,33,10,2,"2015-03-09","Kota Yogyakarta-Tegalrejo-Kricak"
"842","Kricak","Kota Yogyakarta","Tegalrejo",1709,33,11,2,"2015-03-16","Kota Yogyakarta-Tegalrejo-Kricak"
"843","Kricak","Kota Yogyakarta","Tegalrejo",1667,33,18,0,"2015-05-04","Kota Yogyakarta-Tegalrejo-Kricak"
"844","Kricak","Kota Yogyakarta","Tegalrejo",1696,33,29,2,"2015-07-20","Kota Yogyakarta-Tegalrejo-Kricak"
"845","Kricak","Kota Yogyakarta","Tegalrejo",1697,33,6,0,"2015-02-09","Kota Yogyakarta-Tegalrejo-Kricak"
"846","Kricak","Kota Yogyakarta","Tegalrejo",1698,33,12,1,"2015-03-23","Kota Yogyakarta-Tegalrejo-Kricak"
"847","Kricak","Kota Yogyakarta","Tegalrejo",1714,33,50,0,"2015-12-14","Kota Yogyakarta-Tegalrejo-Kricak"
"848","Kricak","Kota Yogyakarta","Tegalrejo",1672,33,41,0,"2015-10-12","Kota Yogyakarta-Tegalrejo-Kricak"
"849","Kricak","Kota Yogyakarta","Tegalrejo",1715,33,51,0,"2015-12-21","Kota Yogyakarta-Tegalrejo-Kricak"
"850","Kricak","Kota Yogyakarta","Tegalrejo",1716,33,45,0,"2015-11-09","Kota Yogyakarta-Tegalrejo-Kricak"
"851","Kricak","Kota Yogyakarta","Tegalrejo",1705,33,25,0,"2015-06-22","Kota Yogyakarta-Tegalrejo-Kricak"
"852","Kricak","Kota Yogyakarta","Tegalrejo",1706,33,34,1,"2015-08-24","Kota Yogyakarta-Tegalrejo-Kricak"
"853","Kricak","Kota Yogyakarta","Tegalrejo",1707,33,35,2,"2015-08-31","Kota Yogyakarta-Tegalrejo-Kricak"
"854","Kricak","Kota Yogyakarta","Tegalrejo",1708,33,37,0,"2015-09-14","Kota Yogyakarta-Tegalrejo-Kricak"
"855","Kricak","Kota Yogyakarta","Tegalrejo",1666,33,3,1,"2015-01-19","Kota Yogyakarta-Tegalrejo-Kricak"
"856","Kricak","Kota Yogyakarta","Tegalrejo",1694,33,2,0,"2015-01-12","Kota Yogyakarta-Tegalrejo-Kricak"
"857","Kricak","Kota Yogyakarta","Tegalrejo",1668,33,48,0,"2015-11-30","Kota Yogyakarta-Tegalrejo-Kricak"
"858","Kricak","Kota Yogyakarta","Tegalrejo",1669,33,14,1,"2015-04-06","Kota Yogyakarta-Tegalrejo-Kricak"
"859","Kricak","Kota Yogyakarta","Tegalrejo",1670,33,47,0,"2015-11-23","Kota Yogyakarta-Tegalrejo-Kricak"
"860","Kricak","Kota Yogyakarta","Tegalrejo",1699,33,38,0,"2015-09-21","Kota Yogyakarta-Tegalrejo-Kricak"
"861","Kricak","Kota Yogyakarta","Tegalrejo",1683,33,5,2,"2015-02-02","Kota Yogyakarta-Tegalrejo-Kricak"
"862","Kricak","Kota Yogyakarta","Tegalrejo",1684,33,21,1,"2015-05-25","Kota Yogyakarta-Tegalrejo-Kricak"
"863","Kricak","Kota Yogyakarta","Tegalrejo",1673,33,24,1,"2015-06-15","Kota Yogyakarta-Tegalrejo-Kricak"
"864","Kricak","Kota Yogyakarta","Tegalrejo",1674,33,13,1,"2015-03-30","Kota Yogyakarta-Tegalrejo-Kricak"
"865","Kricak","Kota Yogyakarta","Tegalrejo",1675,33,15,1,"2015-04-13","Kota Yogyakarta-Tegalrejo-Kricak"
"866","Kricak","Kota Yogyakarta","Tegalrejo",1676,33,16,1,"2015-04-20","Kota Yogyakarta-Tegalrejo-Kricak"
"867","Kricak","Kota Yogyakarta","Tegalrejo",1665,33,26,1,"2015-06-29","Kota Yogyakarta-Tegalrejo-Kricak"
"868","Kricak","Kota Yogyakarta","Tegalrejo",1693,33,8,3,"2015-02-23","Kota Yogyakarta-Tegalrejo-Kricak"
"869","Kricak","Kota Yogyakarta","Tegalrejo",1678,33,22,1,"2015-06-01","Kota Yogyakarta-Tegalrejo-Kricak"
"870","Kricak","Kota Yogyakarta","Tegalrejo",1695,33,17,0,"2015-04-27","Kota Yogyakarta-Tegalrejo-Kricak"
"871","Kricak","Kota Yogyakarta","Tegalrejo",1679,33,39,0,"2015-09-28","Kota Yogyakarta-Tegalrejo-Kricak"
"872","Kricak","Kota Yogyakarta","Tegalrejo",1680,33,40,1,"2015-10-05","Kota Yogyakarta-Tegalrejo-Kricak"
"873","Kricak","Kota Yogyakarta","Tegalrejo",1671,33,23,0,"2015-06-08","Kota Yogyakarta-Tegalrejo-Kricak"
"874","Kricak","Kota Yogyakarta","Tegalrejo",1681,33,43,0,"2015-10-26","Kota Yogyakarta-Tegalrejo-Kricak"
"875","Kricak","Kota Yogyakarta","Tegalrejo",1682,33,49,0,"2015-12-07","Kota Yogyakarta-Tegalrejo-Kricak"
"876","Kricak","Kota Yogyakarta","Tegalrejo",1685,33,9,3,"2015-03-02","Kota Yogyakarta-Tegalrejo-Kricak"
"877","Kricak","Kota Yogyakarta","Tegalrejo",1686,33,44,0,"2015-11-02","Kota Yogyakarta-Tegalrejo-Kricak"
"878","Kricak","Kota Yogyakarta","Tegalrejo",1687,33,4,1,"2015-01-26","Kota Yogyakarta-Tegalrejo-Kricak"
"879","Kricak","Kota Yogyakarta","Tegalrejo",1688,33,7,2,"2015-02-16","Kota Yogyakarta-Tegalrejo-Kricak"
"880","Kricak","Kota Yogyakarta","Tegalrejo",1692,33,31,0,"2015-08-03","Kota Yogyakarta-Tegalrejo-Kricak"
"881","Kricak","Kota Yogyakarta","Tegalrejo",1677,33,28,2,"2015-07-13","Kota Yogyakarta-Tegalrejo-Kricak"
"882","Kricak","Kota Yogyakarta","Tegalrejo",1691,33,19,1,"2015-05-11","Kota Yogyakarta-Tegalrejo-Kricak"
"883","Kricak","Kota Yogyakarta","Tegalrejo",1689,33,42,0,"2015-10-19","Kota Yogyakarta-Tegalrejo-Kricak"
"884","Kricak","Kota Yogyakarta","Tegalrejo",1690,33,1,2,"2015-01-05","Kota Yogyakarta-Tegalrejo-Kricak"
"885","Mantrijeron","Kota Yogyakarta","Mantrijeron",1222,24,36,0,"2015-09-07","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"886","Mantrijeron","Kota Yogyakarta","Mantrijeron",1209,24,16,0,"2015-04-20","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"887","Mantrijeron","Kota Yogyakarta","Mantrijeron",1214,24,43,0,"2015-10-26","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"888","Mantrijeron","Kota Yogyakarta","Mantrijeron",1215,24,14,0,"2015-04-06","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"889","Mantrijeron","Kota Yogyakarta","Mantrijeron",1210,24,13,1,"2015-03-30","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"890","Mantrijeron","Kota Yogyakarta","Mantrijeron",1211,24,31,0,"2015-08-03","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"891","Mantrijeron","Kota Yogyakarta","Mantrijeron",1218,24,9,0,"2015-03-02","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"892","Mantrijeron","Kota Yogyakarta","Mantrijeron",1219,24,24,0,"2015-06-15","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"893","Mantrijeron","Kota Yogyakarta","Mantrijeron",1216,24,32,0,"2015-08-10","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"894","Mantrijeron","Kota Yogyakarta","Mantrijeron",1217,24,6,4,"2015-02-09","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"895","Mantrijeron","Kota Yogyakarta","Mantrijeron",1221,24,7,0,"2015-02-16","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"896","Mantrijeron","Kota Yogyakarta","Mantrijeron",1207,24,4,1,"2015-01-26","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"897","Mantrijeron","Kota Yogyakarta","Mantrijeron",1223,24,10,0,"2015-03-09","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"898","Mantrijeron","Kota Yogyakarta","Mantrijeron",1224,24,51,0,"2015-12-21","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"899","Mantrijeron","Kota Yogyakarta","Mantrijeron",1225,24,45,0,"2015-11-09","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"900","Mantrijeron","Kota Yogyakarta","Mantrijeron",1212,24,25,1,"2015-06-22","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"901","Mantrijeron","Kota Yogyakarta","Mantrijeron",1213,24,8,0,"2015-02-23","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"902","Mantrijeron","Kota Yogyakarta","Mantrijeron",1197,24,18,1,"2015-05-04","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"903","Mantrijeron","Kota Yogyakarta","Mantrijeron",1228,24,17,1,"2015-04-27","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"904","Mantrijeron","Kota Yogyakarta","Mantrijeron",1229,24,52,0,"2015-12-28","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"905","Mantrijeron","Kota Yogyakarta","Mantrijeron",1230,24,46,1,"2015-11-16","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"906","Mantrijeron","Kota Yogyakarta","Mantrijeron",1231,24,49,0,"2015-12-07","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"907","Mantrijeron","Kota Yogyakarta","Mantrijeron",1220,24,44,1,"2015-11-02","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"908","Mantrijeron","Kota Yogyakarta","Mantrijeron",1206,24,34,0,"2015-08-24","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"909","Mantrijeron","Kota Yogyakarta","Mantrijeron",1244,24,12,2,"2015-03-23","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"910","Mantrijeron","Kota Yogyakarta","Mantrijeron",1208,24,33,0,"2015-08-17","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"911","Mantrijeron","Kota Yogyakarta","Mantrijeron",1248,24,22,0,"2015-06-01","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"912","Mantrijeron","Kota Yogyakarta","Mantrijeron",1247,24,40,0,"2015-10-05","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"913","Mantrijeron","Kota Yogyakarta","Mantrijeron",1226,24,48,0,"2015-11-30","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"914","Mantrijeron","Kota Yogyakarta","Mantrijeron",1227,24,37,0,"2015-09-14","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"915","Mantrijeron","Kota Yogyakarta","Mantrijeron",1234,24,47,0,"2015-11-23","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"916","Mantrijeron","Kota Yogyakarta","Mantrijeron",1198,24,42,0,"2015-10-19","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"917","Mantrijeron","Kota Yogyakarta","Mantrijeron",1199,24,19,2,"2015-05-11","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"918","Mantrijeron","Kota Yogyakarta","Mantrijeron",1200,24,5,0,"2015-02-02","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"919","Mantrijeron","Kota Yogyakarta","Mantrijeron",1201,24,50,0,"2015-12-14","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"920","Mantrijeron","Kota Yogyakarta","Mantrijeron",1205,24,38,0,"2015-09-21","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"921","Mantrijeron","Kota Yogyakarta","Mantrijeron",1243,24,26,0,"2015-06-29","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"922","Mantrijeron","Kota Yogyakarta","Mantrijeron",1232,24,41,0,"2015-10-12","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"923","Mantrijeron","Kota Yogyakarta","Mantrijeron",1245,24,27,0,"2015-07-06","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"924","Mantrijeron","Kota Yogyakarta","Mantrijeron",1246,24,1,1,"2015-01-05","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"925","Mantrijeron","Kota Yogyakarta","Mantrijeron",1233,24,3,0,"2015-01-19","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"926","Mantrijeron","Kota Yogyakarta","Mantrijeron",1236,24,39,0,"2015-09-28","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"927","Mantrijeron","Kota Yogyakarta","Mantrijeron",1237,24,30,1,"2015-07-27","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"928","Mantrijeron","Kota Yogyakarta","Mantrijeron",1238,24,20,1,"2015-05-18","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"929","Mantrijeron","Kota Yogyakarta","Mantrijeron",1235,24,21,1,"2015-05-25","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"930","Mantrijeron","Kota Yogyakarta","Mantrijeron",1203,24,15,0,"2015-04-13","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"931","Mantrijeron","Kota Yogyakarta","Mantrijeron",1204,24,35,0,"2015-08-31","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"932","Mantrijeron","Kota Yogyakarta","Mantrijeron",1242,24,29,0,"2015-07-20","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"933","Mantrijeron","Kota Yogyakarta","Mantrijeron",1202,24,23,1,"2015-06-08","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"934","Mantrijeron","Kota Yogyakarta","Mantrijeron",1239,24,2,1,"2015-01-12","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"935","Mantrijeron","Kota Yogyakarta","Mantrijeron",1240,24,28,0,"2015-07-13","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"936","Mantrijeron","Kota Yogyakarta","Mantrijeron",1241,24,11,2,"2015-03-16","Kota Yogyakarta-Mantrijeron-Mantrijeron"
"937","Mujamuju","Kota Yogyakarta","Umbulharjo",2071,40,47,0,"2015-11-23","Kota Yogyakarta-Umbulharjo-Mujamuju"
"938","Mujamuju","Kota Yogyakarta","Umbulharjo",2059,40,50,0,"2015-12-14","Kota Yogyakarta-Umbulharjo-Mujamuju"
"939","Mujamuju","Kota Yogyakarta","Umbulharjo",2060,40,33,1,"2015-08-17","Kota Yogyakarta-Umbulharjo-Mujamuju"
"940","Mujamuju","Kota Yogyakarta","Umbulharjo",2063,40,7,0,"2015-02-16","Kota Yogyakarta-Umbulharjo-Mujamuju"
"941","Mujamuju","Kota Yogyakarta","Umbulharjo",2061,40,13,2,"2015-03-30","Kota Yogyakarta-Umbulharjo-Mujamuju"
"942","Mujamuju","Kota Yogyakarta","Umbulharjo",2058,40,9,3,"2015-03-02","Kota Yogyakarta-Umbulharjo-Mujamuju"
"943","Mujamuju","Kota Yogyakarta","Umbulharjo",2073,40,8,1,"2015-02-23","Kota Yogyakarta-Umbulharjo-Mujamuju"
"944","Mujamuju","Kota Yogyakarta","Umbulharjo",2074,40,1,2,"2015-01-05","Kota Yogyakarta-Umbulharjo-Mujamuju"
"945","Mujamuju","Kota Yogyakarta","Umbulharjo",2067,40,49,0,"2015-12-07","Kota Yogyakarta-Umbulharjo-Mujamuju"
"946","Mujamuju","Kota Yogyakarta","Umbulharjo",2064,40,19,1,"2015-05-11","Kota Yogyakarta-Umbulharjo-Mujamuju"
"947","Mujamuju","Kota Yogyakarta","Umbulharjo",2065,40,20,1,"2015-05-18","Kota Yogyakarta-Umbulharjo-Mujamuju"
"948","Mujamuju","Kota Yogyakarta","Umbulharjo",2066,40,2,0,"2015-01-12","Kota Yogyakarta-Umbulharjo-Mujamuju"
"949","Mujamuju","Kota Yogyakarta","Umbulharjo",2070,40,36,1,"2015-09-07","Kota Yogyakarta-Umbulharjo-Mujamuju"
"950","Mujamuju","Kota Yogyakarta","Umbulharjo",2029,40,38,0,"2015-09-21","Kota Yogyakarta-Umbulharjo-Mujamuju"
"951","Mujamuju","Kota Yogyakarta","Umbulharjo",2072,40,46,0,"2015-11-16","Kota Yogyakarta-Umbulharjo-Mujamuju"
"952","Mujamuju","Kota Yogyakarta","Umbulharjo",2031,40,40,2,"2015-10-05","Kota Yogyakarta-Umbulharjo-Mujamuju"
"953","Mujamuju","Kota Yogyakarta","Umbulharjo",2032,40,27,1,"2015-07-06","Kota Yogyakarta-Umbulharjo-Mujamuju"
"954","Mujamuju","Kota Yogyakarta","Umbulharjo",2075,40,10,3,"2015-03-09","Kota Yogyakarta-Umbulharjo-Mujamuju"
"955","Mujamuju","Kota Yogyakarta","Umbulharjo",2062,40,16,0,"2015-04-20","Kota Yogyakarta-Umbulharjo-Mujamuju"
"956","Mujamuju","Kota Yogyakarta","Umbulharjo",2076,40,48,0,"2015-11-30","Kota Yogyakarta-Umbulharjo-Mujamuju"
"957","Mujamuju","Kota Yogyakarta","Umbulharjo",2077,40,5,0,"2015-02-02","Kota Yogyakarta-Umbulharjo-Mujamuju"
"958","Mujamuju","Kota Yogyakarta","Umbulharjo",2078,40,4,3,"2015-01-26","Kota Yogyakarta-Umbulharjo-Mujamuju"
"959","Mujamuju","Kota Yogyakarta","Umbulharjo",2079,40,12,2,"2015-03-23","Kota Yogyakarta-Umbulharjo-Mujamuju"
"960","Mujamuju","Kota Yogyakarta","Umbulharjo",2068,40,52,0,"2015-12-28","Kota Yogyakarta-Umbulharjo-Mujamuju"
"961","Mujamuju","Kota Yogyakarta","Umbulharjo",2069,40,44,0,"2015-11-02","Kota Yogyakarta-Umbulharjo-Mujamuju"
"962","Mujamuju","Kota Yogyakarta","Umbulharjo",2054,40,17,2,"2015-04-27","Kota Yogyakarta-Umbulharjo-Mujamuju"
"963","Mujamuju","Kota Yogyakarta","Umbulharjo",2055,40,35,0,"2015-08-31","Kota Yogyakarta-Umbulharjo-Mujamuju"
"964","Mujamuju","Kota Yogyakarta","Umbulharjo",2030,40,30,0,"2015-07-27","Kota Yogyakarta-Umbulharjo-Mujamuju"
"965","Mujamuju","Kota Yogyakarta","Umbulharjo",2057,40,15,0,"2015-04-13","Kota Yogyakarta-Umbulharjo-Mujamuju"
"966","Mujamuju","Kota Yogyakarta","Umbulharjo",2043,40,11,0,"2015-03-16","Kota Yogyakarta-Umbulharjo-Mujamuju"
"967","Mujamuju","Kota Yogyakarta","Umbulharjo",2033,40,42,1,"2015-10-19","Kota Yogyakarta-Umbulharjo-Mujamuju"
"968","Mujamuju","Kota Yogyakarta","Umbulharjo",2034,40,39,0,"2015-09-28","Kota Yogyakarta-Umbulharjo-Mujamuju"
"969","Mujamuju","Kota Yogyakarta","Umbulharjo",2045,40,6,0,"2015-02-09","Kota Yogyakarta-Umbulharjo-Mujamuju"
"970","Mujamuju","Kota Yogyakarta","Umbulharjo",2035,40,24,1,"2015-06-15","Kota Yogyakarta-Umbulharjo-Mujamuju"
"971","Mujamuju","Kota Yogyakarta","Umbulharjo",2036,40,34,1,"2015-08-24","Kota Yogyakarta-Umbulharjo-Mujamuju"
"972","Mujamuju","Kota Yogyakarta","Umbulharjo",2037,40,25,3,"2015-06-22","Kota Yogyakarta-Umbulharjo-Mujamuju"
"973","Mujamuju","Kota Yogyakarta","Umbulharjo",2080,40,45,1,"2015-11-09","Kota Yogyakarta-Umbulharjo-Mujamuju"
"974","Mujamuju","Kota Yogyakarta","Umbulharjo",2053,40,14,2,"2015-04-06","Kota Yogyakarta-Umbulharjo-Mujamuju"
"975","Mujamuju","Kota Yogyakarta","Umbulharjo",2040,40,26,0,"2015-06-29","Kota Yogyakarta-Umbulharjo-Mujamuju"
"976","Mujamuju","Kota Yogyakarta","Umbulharjo",2041,40,32,0,"2015-08-10","Kota Yogyakarta-Umbulharjo-Mujamuju"
"977","Mujamuju","Kota Yogyakarta","Umbulharjo",2056,40,21,2,"2015-05-25","Kota Yogyakarta-Umbulharjo-Mujamuju"
"978","Mujamuju","Kota Yogyakarta","Umbulharjo",2042,40,41,1,"2015-10-12","Kota Yogyakarta-Umbulharjo-Mujamuju"
"979","Mujamuju","Kota Yogyakarta","Umbulharjo",2046,40,18,2,"2015-05-04","Kota Yogyakarta-Umbulharjo-Mujamuju"
"980","Mujamuju","Kota Yogyakarta","Umbulharjo",2047,40,28,0,"2015-07-13","Kota Yogyakarta-Umbulharjo-Mujamuju"
"981","Mujamuju","Kota Yogyakarta","Umbulharjo",2044,40,3,0,"2015-01-19","Kota Yogyakarta-Umbulharjo-Mujamuju"
"982","Mujamuju","Kota Yogyakarta","Umbulharjo",2038,40,29,0,"2015-07-20","Kota Yogyakarta-Umbulharjo-Mujamuju"
"983","Mujamuju","Kota Yogyakarta","Umbulharjo",2039,40,31,0,"2015-08-03","Kota Yogyakarta-Umbulharjo-Mujamuju"
"984","Mujamuju","Kota Yogyakarta","Umbulharjo",2051,40,43,0,"2015-10-26","Kota Yogyakarta-Umbulharjo-Mujamuju"
"985","Mujamuju","Kota Yogyakarta","Umbulharjo",2048,40,37,0,"2015-09-14","Kota Yogyakarta-Umbulharjo-Mujamuju"
"986","Mujamuju","Kota Yogyakarta","Umbulharjo",2049,40,22,0,"2015-06-01","Kota Yogyakarta-Umbulharjo-Mujamuju"
"987","Mujamuju","Kota Yogyakarta","Umbulharjo",2050,40,51,0,"2015-12-21","Kota Yogyakarta-Umbulharjo-Mujamuju"
"988","Mujamuju","Kota Yogyakarta","Umbulharjo",2052,40,23,3,"2015-06-08","Kota Yogyakarta-Umbulharjo-Mujamuju"
"989","Ngampilan","Kota Yogyakarta","Ngampilan",1417,28,22,1,"2015-06-01","Kota Yogyakarta-Ngampilan-Ngampilan"
"990","Ngampilan","Kota Yogyakarta","Ngampilan",1409,28,49,0,"2015-12-07","Kota Yogyakarta-Ngampilan-Ngampilan"
"991","Ngampilan","Kota Yogyakarta","Ngampilan",1413,28,39,0,"2015-09-28","Kota Yogyakarta-Ngampilan-Ngampilan"
"992","Ngampilan","Kota Yogyakarta","Ngampilan",1414,28,14,2,"2015-04-06","Kota Yogyakarta-Ngampilan-Ngampilan"
"993","Ngampilan","Kota Yogyakarta","Ngampilan",1451,28,25,1,"2015-06-22","Kota Yogyakarta-Ngampilan-Ngampilan"
"994","Ngampilan","Kota Yogyakarta","Ngampilan",1415,28,16,2,"2015-04-20","Kota Yogyakarta-Ngampilan-Ngampilan"
"995","Ngampilan","Kota Yogyakarta","Ngampilan",1412,28,9,0,"2015-03-02","Kota Yogyakarta-Ngampilan-Ngampilan"
"996","Ngampilan","Kota Yogyakarta","Ngampilan",1450,28,30,0,"2015-07-27","Kota Yogyakarta-Ngampilan-Ngampilan"
"997","Ngampilan","Kota Yogyakarta","Ngampilan",1419,28,43,0,"2015-10-26","Kota Yogyakarta-Ngampilan-Ngampilan"
"998","Ngampilan","Kota Yogyakarta","Ngampilan",1420,28,17,1,"2015-04-27","Kota Yogyakarta-Ngampilan-Ngampilan"
"999","Ngampilan","Kota Yogyakarta","Ngampilan",1416,28,45,0,"2015-11-09","Kota Yogyakarta-Ngampilan-Ngampilan"
"1000","Ngampilan","Kota Yogyakarta","Ngampilan",1418,28,42,0,"2015-10-19","Kota Yogyakarta-Ngampilan-Ngampilan"
"1001","Ngampilan","Kota Yogyakarta","Ngampilan",1421,28,26,0,"2015-06-29","Kota Yogyakarta-Ngampilan-Ngampilan"
"1002","Ngampilan","Kota Yogyakarta","Ngampilan",1408,28,23,1,"2015-06-08","Kota Yogyakarta-Ngampilan-Ngampilan"
"1003","Ngampilan","Kota Yogyakarta","Ngampilan",1433,28,8,0,"2015-02-23","Kota Yogyakarta-Ngampilan-Ngampilan"
"1004","Ngampilan","Kota Yogyakarta","Ngampilan",1422,28,46,0,"2015-11-16","Kota Yogyakarta-Ngampilan-Ngampilan"
"1005","Ngampilan","Kota Yogyakarta","Ngampilan",1423,28,44,0,"2015-11-02","Kota Yogyakarta-Ngampilan-Ngampilan"
"1006","Ngampilan","Kota Yogyakarta","Ngampilan",1424,28,18,0,"2015-05-04","Kota Yogyakarta-Ngampilan-Ngampilan"
"1007","Ngampilan","Kota Yogyakarta","Ngampilan",1452,28,52,0,"2015-12-28","Kota Yogyakarta-Ngampilan-Ngampilan"
"1008","Ngampilan","Kota Yogyakarta","Ngampilan",1453,28,27,1,"2015-07-06","Kota Yogyakarta-Ngampilan-Ngampilan"
"1009","Ngampilan","Kota Yogyakarta","Ngampilan",1456,28,11,1,"2015-03-16","Kota Yogyakarta-Ngampilan-Ngampilan"
"1010","Ngampilan","Kota Yogyakarta","Ngampilan",1455,28,1,2,"2015-01-05","Kota Yogyakarta-Ngampilan-Ngampilan"
"1011","Ngampilan","Kota Yogyakarta","Ngampilan",1428,28,13,0,"2015-03-30","Kota Yogyakarta-Ngampilan-Ngampilan"
"1012","Ngampilan","Kota Yogyakarta","Ngampilan",1429,28,33,0,"2015-08-17","Kota Yogyakarta-Ngampilan-Ngampilan"
"1013","Ngampilan","Kota Yogyakarta","Ngampilan",1430,28,19,1,"2015-05-11","Kota Yogyakarta-Ngampilan-Ngampilan"
"1014","Ngampilan","Kota Yogyakarta","Ngampilan",1407,28,28,0,"2015-07-13","Kota Yogyakarta-Ngampilan-Ngampilan"
"1015","Ngampilan","Kota Yogyakarta","Ngampilan",1432,28,5,1,"2015-02-02","Kota Yogyakarta-Ngampilan-Ngampilan"
"1016","Ngampilan","Kota Yogyakarta","Ngampilan",1446,28,12,0,"2015-03-23","Kota Yogyakarta-Ngampilan-Ngampilan"
"1017","Ngampilan","Kota Yogyakarta","Ngampilan",1410,28,41,0,"2015-10-12","Kota Yogyakarta-Ngampilan-Ngampilan"
"1018","Ngampilan","Kota Yogyakarta","Ngampilan",1411,28,47,0,"2015-11-23","Kota Yogyakarta-Ngampilan-Ngampilan"
"1019","Ngampilan","Kota Yogyakarta","Ngampilan",1449,28,29,2,"2015-07-20","Kota Yogyakarta-Ngampilan-Ngampilan"
"1020","Ngampilan","Kota Yogyakarta","Ngampilan",1425,28,3,2,"2015-01-19","Kota Yogyakarta-Ngampilan-Ngampilan"
"1021","Ngampilan","Kota Yogyakarta","Ngampilan",1426,28,24,0,"2015-06-15","Kota Yogyakarta-Ngampilan-Ngampilan"
"1022","Ngampilan","Kota Yogyakarta","Ngampilan",1454,28,31,0,"2015-08-03","Kota Yogyakarta-Ngampilan-Ngampilan"
"1023","Ngampilan","Kota Yogyakarta","Ngampilan",1427,28,4,0,"2015-01-26","Kota Yogyakarta-Ngampilan-Ngampilan"
"1024","Ngampilan","Kota Yogyakarta","Ngampilan",1439,28,38,0,"2015-09-21","Kota Yogyakarta-Ngampilan-Ngampilan"
"1025","Ngampilan","Kota Yogyakarta","Ngampilan",1440,28,50,0,"2015-12-14","Kota Yogyakarta-Ngampilan-Ngampilan"
"1026","Ngampilan","Kota Yogyakarta","Ngampilan",1441,28,7,2,"2015-02-16","Kota Yogyakarta-Ngampilan-Ngampilan"
