"","desakelurahan","epidemic.wave","week.of.cases","sum.of.cases","pop","frequency.index","duration.index","intensity.index"
"1","Bausasran",6,7,9,6707,0.155555555555556,1.16666666666667,0.000223646936036976
"2","Tegalpanggung",8,11,14,8241,0.244444444444444,1.375,0.000212352869797355
"3","Suryatmajan",4,5,8,4530,0.111111111111111,1.25,0.000441501103752759
"4","Sosromenduran",7,9,12,6718,0.2,1.28571428571429,0.000255177986645685
"5","Pringgokusuman",12,13,17,11532,0.288888888888889,1.08333333333333,0.000122846571858018
"6","Demangan",9,18,28,11205,0.4,2,0.000277653825177252
"7","Klitren",11,22,35,10959,0.488888888888889,2,0.000290338368630184
"8","Terban",8,13,17,9876,0.288888888888889,1.625,0.000215168084244633
"9","Kotabaru",2,2,2,2674,0.0444444444444444,1,0.00037397157816006
"10","Baciro",10,22,33,13384,0.488888888888889,2.2,0.000246563060370592
"11","Prawirodirjan",9,12,12,8753,0.266666666666667,1.33333333333333,0.00015232872538939
"12","Ngupasan",8,9,12,5083,0.2,1.125,0.000295101318119221
"13","Bumijo",11,18,33,9495,0.4,1.63636363636364,0.000315955766192733
"14","Gowongan",11,15,18,7068,0.333333333333333,1.36363636363636,0.000231517209445902
"15","Cokrodiningratan",9,19,32,8344,0.422222222222222,2.11111111111111,0.000426121231490359
"16","Rejowinangun",9,19,22,12197,0.422222222222222,2.11111111111111,0.000200413580753008
"17","Prenggan",8,15,21,11356,0.333333333333333,1.875,0.000231155336386051
"18","Purbayan",10,18,30,9259,0.4,1.8,0.000324009072254023
"19","Panembahan",7,9,13,7782,0.2,1.28571428571429,0.000238645959540331
"20","Kadipaten",9,13,14,5811,0.288888888888889,1.44444444444444,0.000267691542859328
"21","Patehan",5,6,10,4961,0.133333333333333,1.2,0.000403144527313042
"22","Suryodiningratan",14,21,27,10847,0.466666666666667,1.5,0.000177797679411029
"23","Gedongkiwo",11,18,25,13098,0.4,1.63636363636364,0.000173517122669665
"24","Mantrijeron",11,17,23,9259,0.377777777777778,1.54545454545455,0.000225824504904319
"25","Wirogunan",10,15,20,11615,0.333333333333333,1.5,0.000172191132156694
"26","Keparakan",11,17,19,9235,0.377777777777778,1.54545454545455,0.000187035487522764
"27","Brontokusuman",12,20,31,10257,0.444444444444444,1.66666666666667,0.000251860518020214
"28","Ngampilan",10,16,24,9400,0.355555555555556,1.6,0.00025531914893617
"29","Notoprajan",6,14,15,7930,0.311111111111111,2.33333333333333,0.000315258511979823
"30","Gunungketur",5,7,8,4386,0.155555555555556,1.4,0.000364797081623347
"31","Purwokinanti",6,9,14,5507,0.2,1.5,0.000423703165667938
"32","Karangwaru",12,20,27,9925,0.444444444444444,1.66666666666667,0.000226700251889169
"33","Kricak",11,26,38,13161,0.577777777777778,2.36363636363636,0.000262483508437463
"34","Bener",6,7,11,5220,0.155555555555556,1.16666666666667,0.000351213282247765
"35","Tegalrejo",13,18,22,8780,0.4,1.38461538461538,0.000192745750832311
"36","Pandeyan",9,19,28,15216,0.422222222222222,2.11111111111111,0.000204463138217081
"37","Sorosutan",12,24,44,17004,0.533333333333333,2,0.000215635536736454
"38","Giwangan",10,13,16,8816,0.288888888888889,1.3,0.000181488203266788
"39","Warungboto",7,13,22,12255,0.288888888888889,1.85714285714286,0.000256455091216413
"40","Mujamuju",13,24,42,12164,0.533333333333333,1.84615384615385,0.000265600890395366
"41","Semaki",6,8,10,5597,0.177777777777778,1.33333333333333,0.000297778571853969
"42","Tahunan",10,17,22,10444,0.377777777777778,1.7,0.000210647261585599
"43","Patangpuluhan",9,14,18,6555,0.311111111111111,1.55555555555556,0.00030511060259344
"44","Wirobrajan",10,15,18,9821,0.333333333333333,1.5,0.00018328072497709
"45","Pakuncen",6,10,14,10005,0.222222222222222,1.66666666666667,0.000233216724970848
