"","desakelurahan","epidemic.wave","week.of.cases","sum.of.cases","pop","frequency.index","duration.index","intensity.index"
"34","Sidokarto",6,7,8,11906,0.0813953488372093,1.16666666666667,0.000111988353211266
"35","Sidoarum",6,9,11,18122,0.104651162790698,1.5,0.000101166170032741
"36","Sidoagung",9,19,30,9086,0.22093023255814,2.11111111111111,0.000366864773644435
"37","Tambakrejo",0,0,0,4829,0,NA,NA
"38","Sumberrejo",0,0,0,4505,0,NA,NA
"39","Pondokrejo",0,0,0,5904,0,NA,NA
"40","Mororejo",0,0,0,5004,0,NA,NA
"41","Merdikorejo",0,0,0,6422,0,NA,NA
"42","Margorejo",1,1,1,10758,0.0116279069767442,1,9.2954080684142e-05
"43","Lumbungrejo",1,1,1,7736,0.0116279069767442,1,0.000129265770423992
"44","Banyurejo",0,1,1,7504,0.0116279069767442,Inf,Inf
"45","Tirtomartani",6,13,17,16801,0.151162790697674,2.16666666666667,0.000168640755510585
"46","Tamanmartani",6,8,8,15604,0.0930232558139535,1.33333333333333,8.54481756814492e-05
"47","Selomartani",7,8,12,12252,0.0930232558139535,1.14285714285714,0.0001399188470687
"48","Purwomartani",6,10,21,36678,0.116279069767442,1.66666666666667,9.54250504389552e-05
"49","Tegaltirto",6,9,10,12165,0.104651162790698,1.5,0.00013700506918756
"50","Sendangtirto",8,9,10,18374,0.104651162790698,1.125,6.80309132469794e-05
"51","Kalitirto",6,8,12,13245,0.0930232558139535,1.33333333333333,0.000151000377500944
"52","Jogotirto",9,16,20,10455,0.186046511627907,1.77777777777778,0.000212551145119294
"53","Tlogoadi",1,1,1,12692,0.0116279069767442,1,7.87897888433659e-05
"54","Tirtoadi",1,3,3,9961,0.0348837209302326,3,0.000301174580865375
"55","Sumberadi",2,4,6,15392,0.0465116279069767,2,0.000194906444906445
"56","Sinduadi",7,13,18,51145,0.151162790697674,1.85714285714286,5.02772230213818e-05
"57","Sendangadi",5,7,7,18726,0.0813953488372093,1.4,7.47623624906547e-05
"58","Wukirsari",0,0,0,10445,0,NA,NA
"59","Umbulharjo",0,0,0,5043,0,NA,NA
"60","Kepuhharjo",0,0,0,3297,0,NA,NA
"61","Glagahharjo",0,0,0,3882,0,NA,NA
"62","Argomulyo",0,0,0,7451,0,NA,NA
"63","Sendangsari",0,0,0,4842,0,NA,NA
"64","Sendangagung",0,0,0,7802,0,NA,NA
"65","Sendangrejo",1,1,2,8400,0.0116279069767442,1,0.000238095238095238
"66","Sendangmulyo",0,0,0,6615,0,NA,NA
"67","Sendangarum",0,0,0,3590,0,NA,NA
"68","Wukirharjo",1,1,1,2565,0.0116279069767442,1,0.000389863547758285
"69","Sumberharjo",1,1,1,13447,0.0116279069767442,1,7.43660295976798e-05
"70","Sambirejo",0,0,0,5443,0,NA,NA
"71","Madurejo",3,8,9,12462,0.0930232558139535,2.66666666666667,0.000240731824747232
"72","Gayamharjo",0,0,0,4239,0,NA,NA
"73","Bokoharjo",3,5,7,11884,0.0581395348837209,1.66666666666667,0.000196342421182542
"74","Trihanggo",6,7,7,19072,0.0813953488372093,1.16666666666667,6.11717002237136e-05
"75","Nogotirto",4,5,6,20437,0.0581395348837209,1.25,7.33962910407594e-05
"76","Banyuraden",7,10,15,19446,0.116279069767442,1.42857142857143,0.000110195266011372
"77","Balecatur",6,10,13,20953,0.116279069767442,1.66666666666667,0.000103406035730762
"78","Ambarketawang",7,10,15,23499,0.116279069767442,1.42857142857143,9.11892907296967e-05
"79","Purwobinangun",0,0,0,9162,0,NA,NA
"80","Pakembinangun",1,1,1,7099,0.0116279069767442,1,0.000140864910550782
"81","Harjobinangun",0,0,0,5843,0,NA,NA
"82","Hargobinangun",0,0,0,8853,0,NA,NA
"83","Candibinangun",1,1,1,6068,0.0116279069767442,1,0.00016479894528675
"84","Maguwoharjo",11,18,32,41353,0.209302325581395,1.63636363636364,7.0347759753607e-05
"85","Condongcatur",5,10,15,87799,0.116279069767442,2,3.41689540883154e-05
"86","Caturtunggal",9,17,37,64721,0.197674418604651,1.88888888888889,6.35205128337188e-05
