"","desakelurahan","epidemic.wave","week.of.cases","sum.of.cases","pop","frequency.index","duration.index","intensity.index"
"35","Sidoarum",12,13,18,17921,0.151162790697674,1.08333333333333,8.3700686345628e-05
"36","Sidoagung",3,4,5,8985,0.0465116279069767,1.33333333333333,0.000185494342422556
"37","Tambakrejo",1,1,1,4775,0.0116279069767442,1,0.000209424083769634
"38","Sumberrejo",1,1,1,4455,0.0116279069767442,1,0.000224466891133558
"39","Pondokrejo",1,1,1,5839,0.0116279069767442,1,0.000171262202431923
"40","Mororejo",0,0,0,4949,0,NA,NA
"41","Merdikorejo",0,0,0,6351,0,NA,NA
"42","Margorejo",0,0,0,10638,0,NA,NA
"43","Lumbungrejo",2,2,2,7650,0.0232558139534884,1,0.000130718954248366
"44","Banyurejo",0,0,0,7420,0,NA,NA
"45","Tirtomartani",4,10,12,16615,0.116279069767442,2.5,0.000180559735179055
"46","Tamanmartani",2,6,6,15431,0.0697674418604651,3,0.000194413842265569
"47","Selomartani",3,3,5,12116,0.0348837209302326,1,0.000137559150434687
"48","Purwomartani",8,17,32,36270,0.197674418604651,2.125,0.000110283981251723
"49","Tegaltirto",8,8,12,12029,0.0930232558139535,1,0.000124698644941392
"50","Sendangtirto",3,4,4,18169,0.0465116279069767,1.33333333333333,7.33850698075477e-05
"51","Kalitirto",4,6,6,13098,0.0697674418604651,1.5,0.000114521300961979
"52","Jogotirto",8,13,18,10339,0.151162790697674,1.625,0.000217622594061321
"53","Tlogoadi",6,9,14,12551,0.104651162790698,1.5,0.000185908161368284
"54","Tirtoadi",3,4,6,9851,0.0465116279069767,1.33333333333333,0.000203025073596589
"55","Sumberadi",5,6,14,15222,0.0697674418604651,1.2,0.000183944291157535
"56","Sinduadi",14,18,18,50576,0.209302325581395,1.28571428571429,2.54214308311113e-05
"57","Sendangadi",9,13,15,18517,0.151162790697674,1.44444444444444,9.00073806052096e-05
"58","Wukirsari",2,3,3,10329,0.0348837209302326,1.5,0.000145222189950624
"59","Umbulharjo",0,0,0,4986,0,NA,NA
"60","Kepuhharjo",1,1,2,3260,0.0116279069767442,1,0.000613496932515337
"61","Glagahharjo",2,3,4,3839,0.0348837209302326,1.5,0.000520969002344361
"62","Argomulyo",1,1,1,7369,0.0116279069767442,1,0.000135703623286742
"63","Sendangsari",0,0,0,4787,0,NA,NA
"64","Sendangagung",0,0,0,7715,0,NA,NA
"65","Sendangrejo",0,0,0,8307,0,NA,NA
"66","Sendangmulyo",0,1,1,6543,0.0116279069767442,Inf,Inf
"67","Sendangarum",0,0,0,3550,0,NA,NA
"68","Wukirharjo",0,0,0,2537,0,NA,NA
"69","Sumberharjo",5,8,8,13297,0.0930232558139535,1.6,0.000120327893509814
"70","Sambirejo",0,0,0,5382,0,NA,NA
"71","Madurejo",4,8,12,12323,0.0930232558139535,2,0.000243447212529417
"72","Gayamharjo",0,0,0,4192,0,NA,NA
"73","Bokoharjo",1,3,3,11751,0.0348837209302326,3,0.000255297421496043
"74","Trihanggo",10,17,24,18860,0.197674418604651,1.7,0.000127253446447508
"75","Nogotirto",8,11,13,20210,0.127906976744186,1.375,8.04057397328055e-05
"76","Banyuraden",10,18,19,19230,0.209302325581395,1.8,9.88039521580863e-05
"77","Balecatur",8,11,14,20720,0.127906976744186,1.375,8.44594594594595e-05
"78","Ambarketawang",10,18,23,23238,0.209302325581395,1.8,9.89758154746536e-05
"79","Purwobinangun",2,2,2,9060,0.0232558139534884,1,0.00011037527593819
"80","Pakembinangun",1,1,1,7020,0.0116279069767442,1,0.000142450142450142
"81","Harjobinangun",0,0,0,5778,0,NA,NA
"82","Hargobinangun",0,0,0,8754,0,NA,NA
"83","Candibinangun",1,1,1,6000,0.0116279069767442,1,0.000166666666666667
"84","Maguwoharjo",10,20,36,40893,0.232558139534884,2,8.80346269532683e-05
"85","Condongcatur",7,8,12,86824,0.0930232558139535,1.14285714285714,1.97443761435285e-05
"86","Caturtunggal",14,24,31,63998,0.27906976744186,1.71428571428571,3.45992955136991e-05
