"","desakelurahan","epidemic.wave","week.of.cases","sum.of.cases","pop","frequency.index","duration.index","intensity.index"
"1","Bausasran",6,6,6,6461,0.133333333333333,1,0.000154774802662127
"2","Tegalpanggung",5,5,6,7939,0.111111111111111,1,0.000151152538103036
"3","Suryatmajan",4,5,5,4365,0.111111111111111,1.25,0.000286368843069874
"4","Sosromenduran",6,14,21,6473,0.311111111111111,2.33333333333333,0.000540707554456975
"5","Pringgokusuman",8,14,15,11110,0.311111111111111,1.75,0.000168766876687669
"6","Demangan",2,2,2,10793,0.0444444444444444,1,9.26526452330214e-05
"7","Klitren",5,5,6,10559,0.111111111111111,1,0.00011364712567478
"8","Terban",3,3,4,9518,0.0666666666666667,1,0.000140085452125797
"9","Kotabaru",0,0,0,2577,0,NA,NA
"10","Baciro",3,6,9,12893,0.133333333333333,2,0.000232684402388893
"11","Prawirodirjan",6,6,7,8432,0.133333333333333,1,0.000138361796331436
"12","Ngupasan",2,2,2,4898,0.0444444444444444,1,0.000204164965291956
"13","Bumijo",2,3,3,9147,0.0666666666666667,1.5,0.000163988192850115
"14","Gowongan",4,4,4,6809,0.0888888888888889,1,0.000146864444118079
"15","Cokrodiningratan",3,3,3,8038,0.0666666666666667,1,0.000124409056979348
"16","Rejowinangun",3,7,12,11749,0.155555555555556,2.33333333333333,0.000340454506766533
"17","Prenggan",7,11,15,10941,0.244444444444444,1.57142857142857,0.000195855693525011
"18","Purbayan",7,8,9,9180,0.177777777777778,1.14285714285714,0.000140056022408964
"19","Panembahan",4,4,4,7498,0.0888888888888889,1,0.000133368898372899
"20","Kadipaten",3,4,4,5599,0.0888888888888889,1.33333333333333,0.000238137762695719
"21","Patehan",2,4,4,4779,0.0888888888888889,2,0.000418497593638837
"22","Suryodiningratan",10,12,18,10449,0.266666666666667,1.2,0.000172265288544358
"23","Gedongkiwo",8,10,12,12619,0.222222222222222,1.25,0.0001188683730882
"24","Mantrijeron",5,5,6,8920,0.111111111111111,1,0.000134529147982063
"25","Wirogunan",6,8,8,11189,0.177777777777778,1.33333333333333,0.000119164655763101
"26","Keparakan",1,2,2,8896,0.0444444444444444,2,0.000224820143884892
"27","Brontokusuman",7,9,14,9882,0.2,1.28571428571429,0.000202388180530257
"28","Ngampilan",3,6,8,9056,0.133333333333333,2,0.000294464075382803
"29","Notoprajan",6,10,11,7642,0.222222222222222,1.66666666666667,0.000239902294338306
"30","Gunungketur",0,1,1,4224,0.0222222222222222,Inf,Inf
"31","Purwokinanti",5,5,5,5306,0.111111111111111,1,0.000188465887674331
"32","Karangwaru",3,6,6,9561,0.133333333333333,2,0.000209183139838929
"33","Kricak",0,0,0,12678,0,NA,NA
"34","Bener",1,1,1,5030,0.0222222222222222,1,0.000198807157057654
"35","Tegalrejo",5,7,7,8459,0.155555555555556,1.4,0.00016550419671356
"36","Pandeyan",6,8,10,14660,0.177777777777778,1.33333333333333,0.00011368804001819
"37","Sorosutan",9,17,24,16381,0.377777777777778,1.88888888888889,0.000162790224447022
"38","Giwangan",8,8,8,8494,0.177777777777778,1,0.000117730162467624
"39","Warungboto",7,10,16,11808,0.222222222222222,1.42857142857143,0.000193573364305072
"40","Mujamuju",3,4,5,11717,0.0888888888888889,1.33333333333333,0.000142243463912833
"41","Semaki",7,8,8,5393,0.177777777777778,1.14285714285714,0.000211914916161161
"42","Tahunan",7,10,12,10060,0.222222222222222,1.42857142857143,0.000170406134620846
"43","Patangpuluhan",7,8,9,6314,0.177777777777778,1.14285714285714,0.000203629123489751
"44","Wirobrajan",11,15,23,9459,0.333333333333333,1.36363636363636,0.000221049697738565
"45","Pakuncen",7,17,21,9638,0.377777777777778,2.42857142857143,0.00031126789790413
