"","desakelurahan","epidemic.wave","week.of.cases","sum.of.cases","pop","frequency.index","duration.index","intensity.index"
"48","Gilangharjo",11,20,27,14727,0.266666666666667,1.81818181818182,0.000166669753143577
"49","Triharjo",6,8,8,12005,0.106666666666667,1.33333333333333,0.000111064834096904
"50","Wijirejo",10,11,13,10478,0.146666666666667,1.1,0.000124069478908189
"51","Sitimulyo",18,29,45,17944,0.386666666666667,1.61111111111111,0.000139322336156933
"52","Srimartani",10,17,19,15647,0.226666666666667,1.7,0.000121429027928676
"53","Srimulyo",11,20,27,15836,0.266666666666667,1.81818181818182,0.00015499781854922
"54","Bawuran",3,4,6,5662,0.0533333333333333,1.33333333333333,0.000353232073472271
"55","Pleret",9,10,13,12145,0.133333333333333,1.11111111111111,0.000118933260143635
"56","Segoroyoso",11,18,20,8006,0.24,1.63636363636364,0.000227102400472373
"57","Wonokromo",8,16,23,13549,0.213333333333333,2,0.000212192781755111
"58","Wonolelo",3,3,3,4369,0.04,1,0.000228885328450446
"59","Panjangrejo",7,14,20,8726,0.186666666666667,2,0.000327428702400052
"60","Seloharjo",7,13,17,10328,0.173333333333333,1.85714285714286,0.000235144406329534
"61","Srihardono",6,7,8,12725,0.0933333333333333,1.16666666666667,0.000104780615586117
"62","Gadingharjo",3,3,3,3452,0.04,1,0.000289687137891078
"63","Gadingsari",2,2,2,9330,0.0266666666666667,1,0.000107181136120043
"64","Murtigading",7,9,12,7813,0.12,1.28571428571429,0.000219414528898722
"65","Srigading",9,11,16,9149,0.146666666666667,1.22222222222222,0.000194313889799735
"66","Argodadi",2,2,2,10519,0.0266666666666667,1,9.50660709192889e-05
"67","Argomulyo",8,13,16,13673,0.173333333333333,1.625,0.000146273678051635
"68","Argorejo",5,8,8,12490,0.106666666666667,1.6,0.000128102481985588
"69","Argosari",5,5,5,8116,0.0666666666666667,1,0.000123213405618531
"70","Pendowoharjo",14,34,59,22731,0.453333333333333,2.42857142857143,0.000185398166129326
"71","Timbulharjo",12,36,50,21073,0.48,3,0.000197725367373733
"72","Bangunharjo",16,35,69,28908,0.466666666666667,2.1875,0.000149180157741802
"73","Panggungharjo",16,34,59,32989,0.453333333333333,2.125,0.000111779684137137
"74","Poncosari",6,7,7,11995,0.0933333333333333,1.16666666666667,9.72627483673753e-05
"75","Trimurti",9,13,15,16673,0.173333333333333,1.44444444444444,9.99620144345149e-05
