"","ID","ADM4_EN","WEEK","CASE","DATE"
"1",1,"Mulyodadi",1,0,2014-01-06
"2",1,"Mulyodadi",35,0,2014-09-01
"3",1,"Mulyodadi",19,0,2014-05-12
"4",1,"Mulyodadi",21,0,2014-05-26
"5",1,"Mulyodadi",48,0,2014-12-01
"6",1,"Mulyodadi",14,0,2014-04-07
"7",1,"Mulyodadi",7,0,2014-02-17
"8",1,"Mulyodadi",34,0,2014-08-25
"9",1,"Mulyodadi",27,0,2014-07-07
"10",1,"Mulyodadi",11,0,2014-03-17
"11",1,"Mulyodadi",47,0,2014-11-24
"12",1,"Mulyodadi",6,1,2014-02-10
"13",1,"Mulyodadi",40,0,2014-10-06
"14",1,"Mulyodadi",33,1,2014-08-18
"15",1,"Mulyodadi",26,0,2014-06-30
"16",1,"Mulyodadi",51,2,2014-12-22
"17",1,"Mulyodadi",46,0,2014-11-17
"18",1,"Mulyodadi",12,0,2014-03-24
"19",1,"Mulyodadi",32,0,2014-08-11
"20",1,"Mulyodadi",39,0,2014-09-29
"21",1,"Mulyodadi",50,0,2014-12-15
"22",1,"Mulyodadi",45,0,2014-11-10
"23",1,"Mulyodadi",2,0,2014-01-13
"24",1,"Mulyodadi",36,0,2014-09-08
"25",1,"Mulyodadi",31,0,2014-08-04
"26",1,"Mulyodadi",38,0,2014-09-22
"27",1,"Mulyodadi",24,0,2014-06-16
"28",1,"Mulyodadi",17,0,2014-04-28
"29",1,"Mulyodadi",42,0,2014-10-20
"30",1,"Mulyodadi",3,0,2014-01-20
"31",1,"Mulyodadi",37,0,2014-09-15
"32",1,"Mulyodadi",44,0,2014-11-03
"33",1,"Mulyodadi",16,0,2014-04-21
"34",1,"Mulyodadi",23,0,2014-06-09
"35",1,"Mulyodadi",41,0,2014-10-13
"36",1,"Mulyodadi",18,0,2014-05-05
"37",1,"Mulyodadi",52,0,2014-12-29
"38",1,"Mulyodadi",29,0,2014-07-21
"39",1,"Mulyodadi",22,0,2014-06-02
"40",1,"Mulyodadi",49,0,2014-12-08
"41",1,"Mulyodadi",8,0,2014-02-24
"42",1,"Mulyodadi",15,0,2014-04-14
"43",1,"Mulyodadi",20,0,2014-05-19
"44",1,"Mulyodadi",28,0,2014-07-14
"45",1,"Mulyodadi",10,0,2014-03-10
"46",1,"Mulyodadi",5,0,2014-02-03
"47",1,"Mulyodadi",25,0,2014-06-23
"48",1,"Mulyodadi",30,0,2014-07-28
"49",1,"Mulyodadi",4,0,2014-01-27
"50",1,"Mulyodadi",9,0,2014-03-03
"51",1,"Mulyodadi",13,0,2014-03-31
"52",1,"Mulyodadi",43,0,2014-10-27
"53",2,"Sidomulyo",42,0,2014-10-20
"54",2,"Sidomulyo",37,0,2014-09-15
"55",2,"Sidomulyo",40,0,2014-10-06
"56",2,"Sidomulyo",39,0,2014-09-29
"57",2,"Sidomulyo",27,0,2014-07-07
"58",2,"Sidomulyo",21,0,2014-05-26
"59",2,"Sidomulyo",35,0,2014-09-01
"60",2,"Sidomulyo",26,0,2014-06-30
"61",2,"Sidomulyo",13,0,2014-03-31
"62",2,"Sidomulyo",34,0,2014-08-25
"63",2,"Sidomulyo",44,1,2014-11-03
"64",2,"Sidomulyo",14,0,2014-04-07
"65",2,"Sidomulyo",50,0,2014-12-15
"66",2,"Sidomulyo",31,0,2014-08-04
"67",2,"Sidomulyo",38,0,2014-09-22
"68",2,"Sidomulyo",33,0,2014-08-18
"69",2,"Sidomulyo",15,0,2014-04-14
"70",2,"Sidomulyo",19,1,2014-05-12
"71",2,"Sidomulyo",51,0,2014-12-22
"72",2,"Sidomulyo",28,0,2014-07-14
"73",2,"Sidomulyo",32,0,2014-08-11
"74",2,"Sidomulyo",5,0,2014-02-03
"75",2,"Sidomulyo",16,1,2014-04-21
"76",2,"Sidomulyo",11,1,2014-03-17
"77",2,"Sidomulyo",52,1,2014-12-29
"78",2,"Sidomulyo",36,0,2014-09-08
"79",2,"Sidomulyo",29,0,2014-07-21
"80",2,"Sidomulyo",22,0,2014-06-02
"81",2,"Sidomulyo",24,0,2014-06-16
"82",2,"Sidomulyo",47,0,2014-11-24
"83",2,"Sidomulyo",1,0,2014-01-06
"84",2,"Sidomulyo",8,0,2014-02-24
"85",2,"Sidomulyo",17,0,2014-04-28
"86",2,"Sidomulyo",12,1,2014-03-24
"87",2,"Sidomulyo",23,0,2014-06-09
"88",2,"Sidomulyo",48,0,2014-12-01
"89",2,"Sidomulyo",41,0,2014-10-13
"90",2,"Sidomulyo",25,0,2014-06-23
"91",2,"Sidomulyo",18,0,2014-05-05
"92",2,"Sidomulyo",20,0,2014-05-19
"93",2,"Sidomulyo",2,0,2014-01-13
"94",2,"Sidomulyo",6,0,2014-02-10
"95",2,"Sidomulyo",3,0,2014-01-20
"96",2,"Sidomulyo",46,0,2014-11-17
"97",2,"Sidomulyo",30,0,2014-07-28
"98",2,"Sidomulyo",49,0,2014-12-08
"99",2,"Sidomulyo",7,0,2014-02-17
"100",2,"Sidomulyo",9,0,2014-03-03
"101",2,"Sidomulyo",45,0,2014-11-10
"102",2,"Sidomulyo",43,1,2014-10-27
"103",2,"Sidomulyo",4,1,2014-01-27
"104",2,"Sidomulyo",10,0,2014-03-10
"105",3,"Sumbermulyo",33,0,2014-08-18
"106",3,"Sumbermulyo",34,0,2014-08-25
"107",3,"Sumbermulyo",24,0,2014-06-16
"108",3,"Sumbermulyo",27,0,2014-07-07
"109",3,"Sumbermulyo",19,0,2014-05-12
"110",3,"Sumbermulyo",20,0,2014-05-19
"111",3,"Sumbermulyo",21,0,2014-05-26
"112",3,"Sumbermulyo",40,0,2014-10-06
"113",3,"Sumbermulyo",38,1,2014-09-22
"114",3,"Sumbermulyo",35,0,2014-09-01
"115",3,"Sumbermulyo",23,0,2014-06-09
"116",3,"Sumbermulyo",28,0,2014-07-14
"117",3,"Sumbermulyo",7,0,2014-02-17
"118",3,"Sumbermulyo",32,0,2014-08-11
"119",3,"Sumbermulyo",45,1,2014-11-10
"120",3,"Sumbermulyo",41,0,2014-10-13
"121",3,"Sumbermulyo",4,0,2014-01-27
"122",3,"Sumbermulyo",6,1,2014-02-10
"123",3,"Sumbermulyo",26,0,2014-06-30
"124",3,"Sumbermulyo",51,0,2014-12-22
"125",3,"Sumbermulyo",42,0,2014-10-20
"126",3,"Sumbermulyo",49,0,2014-12-08
"127",3,"Sumbermulyo",12,0,2014-03-24
"128",3,"Sumbermulyo",14,0,2014-04-07
"129",3,"Sumbermulyo",50,0,2014-12-15
"130",3,"Sumbermulyo",39,0,2014-09-29
"131",3,"Sumbermulyo",25,0,2014-06-23
"132",3,"Sumbermulyo",36,0,2014-09-08
"133",3,"Sumbermulyo",29,0,2014-07-21
"134",3,"Sumbermulyo",22,0,2014-06-02
"135",3,"Sumbermulyo",13,0,2014-03-31
"136",3,"Sumbermulyo",47,0,2014-11-24
"137",3,"Sumbermulyo",1,0,2014-01-06
"138",3,"Sumbermulyo",17,0,2014-04-28
"139",3,"Sumbermulyo",16,0,2014-04-21
"140",3,"Sumbermulyo",3,0,2014-01-20
"141",3,"Sumbermulyo",46,0,2014-11-17
"142",3,"Sumbermulyo",5,0,2014-02-03
"143",3,"Sumbermulyo",31,0,2014-08-04
"144",3,"Sumbermulyo",48,0,2014-12-01
"145",3,"Sumbermulyo",11,0,2014-03-17
"146",3,"Sumbermulyo",52,0,2014-12-29
"147",3,"Sumbermulyo",8,0,2014-02-24
"148",3,"Sumbermulyo",43,1,2014-10-27
"149",3,"Sumbermulyo",9,0,2014-03-03
"150",3,"Sumbermulyo",37,0,2014-09-15
"151",3,"Sumbermulyo",30,1,2014-07-28
"152",3,"Sumbermulyo",15,0,2014-04-14
"153",3,"Sumbermulyo",2,0,2014-01-13
"154",3,"Sumbermulyo",44,0,2014-11-03
"155",3,"Sumbermulyo",10,0,2014-03-10
"156",3,"Sumbermulyo",18,0,2014-05-05
"157",4,"Tamanan",6,0,2014-02-10
"158",4,"Tamanan",26,0,2014-06-30
"159",4,"Tamanan",42,0,2014-10-20
"160",4,"Tamanan",34,0,2014-08-25
"161",4,"Tamanan",16,0,2014-04-21
"162",4,"Tamanan",29,0,2014-07-21
"163",4,"Tamanan",21,0,2014-05-26
"164",4,"Tamanan",7,0,2014-02-17
"165",4,"Tamanan",31,0,2014-08-04
"166",4,"Tamanan",51,0,2014-12-22
"167",4,"Tamanan",40,0,2014-10-06
"168",4,"Tamanan",22,0,2014-06-02
"169",4,"Tamanan",1,1,2014-01-06
"170",4,"Tamanan",14,0,2014-04-07
"171",4,"Tamanan",48,0,2014-12-01
"172",4,"Tamanan",35,1,2014-09-01
"173",4,"Tamanan",50,0,2014-12-15
"174",4,"Tamanan",36,2,2014-09-08
"175",4,"Tamanan",43,1,2014-10-27
"176",4,"Tamanan",13,0,2014-03-31
"177",4,"Tamanan",33,0,2014-08-18
"178",4,"Tamanan",24,0,2014-06-16
"179",4,"Tamanan",15,0,2014-04-14
